purchase_date,weekday,month,is_holiday,holiday_name,is_carnival,is_weekend,is_friday,season,christmas_season,is_major_event,is_shopping_holiday,day_of_month,is_mid_month,is_last_3_days,is_day_24_non_december
2018-01-29,0,1,0,,0,0,0,Summer,0,0,0,29,0,1,0
2018-01-30,1,1,0,,0,0,0,Summer,0,0,0,30,0,1,0
2018-01-31,2,1,0,,0,0,0,Summer,0,0,0,31,0,1,0
2018-02-01,3,2,0,,0,0,0,Summer,0,0,0,1,0,0,0
2018-02-02,4,2,0,,0,0,1,Summer,0,0,0,2,0,0,0
2018-02-03,5,2,0,,0,1,0,Summer,0,0,0,3,0,0,0
2018-02-04,6,2,0,,0,1,0,Summer,0,0,0,4,0,0,0
2018-02-05,0,2,0,,0,0,0,Summer,0,0,0,5,0,0,0
2018-02-06,1,2,0,,0,0,0,Summer,0,0,0,6,0,0,0
2018-02-07,2,2,0,,0,0,0,Summer,0,0,0,7,0,0,0
2018-02-08,3,2,0,,0,0,0,Summer,0,0,0,8,0,0,0
2018-02-09,4,2,0,,0,0,1,Summer,0,0,0,9,0,0,0
2018-02-10,5,2,0,,0,1,0,Summer,0,0,0,10,0,0,0
2018-02-11,6,2,0,,0,1,0,Summer,0,0,0,11,0,0,0
2018-02-12,0,2,0,,0,0,0,Summer,0,0,0,12,0,0,0
2018-02-13,1,2,0,,0,0,0,Summer,0,0,0,13,0,0,0
2018-02-14,2,2,0,,0,0,0,Summer,0,0,0,14,1,0,0
2018-02-15,3,2,0,,0,0,0,Summer,0,0,0,15,1,0,0
2018-02-16,4,2,0,,0,0,1,Summer,0,0,0,16,1,0,0
2018-02-17,5,2,0,,0,1,0,Summer,0,0,0,17,0,0,0
2018-02-18,6,2,0,,0,1,0,Summer,0,0,0,18,0,0,0
2018-02-19,0,2,0,,0,0,0,Summer,0,0,0,19,0,0,0
2018-02-20,1,2,0,,0,0,0,Summer,0,0,0,20,0,0,0
2018-02-21,2,2,0,,0,0,0,Summer,0,0,0,21,0,0,0
2018-02-22,3,2,0,,0,0,0,Summer,0,0,0,22,0,0,0
2018-02-23,4,2,0,,0,0,1,Summer,0,0,0,23,0,0,0
2018-02-24,5,2,0,,0,1,0,Summer,0,0,0,24,0,0,1
2018-02-25,6,2,0,,0,1,0,Summer,0,0,0,25,0,0,0
2018-02-26,0,2,0,,0,0,0,Summer,0,0,0,26,0,1,0
2018-02-27,1,2,0,,0,0,0,Summer,0,0,0,27,0,1,0
2018-02-28,2,2,0,,0,0,0,Summer,0,0,0,28,0,1,0
2018-03-01,3,3,0,,0,0,0,Autumn,0,0,0,1,0,0,0
2018-03-02,4,3,0,,0,0,1,Autumn,0,0,0,2,0,0,0
2018-03-03,5,3,0,,0,1,0,Autumn,0,0,0,3,0,0,0
2018-03-04,6,3,0,,0,1,0,Autumn,0,0,0,4,0,0,0
2018-03-05,0,3,0,,0,0,0,Autumn,0,0,0,5,0,0,0
2018-03-06,1,3,0,,0,0,0,Autumn,0,0,0,6,0,0,0
2018-03-07,2,3,0,,0,0,0,Autumn,0,0,0,7,0,0,0
2018-03-08,3,3,0,,0,0,0,Autumn,0,0,0,8,0,0,0
2018-03-09,4,3,0,,0,0,1,Autumn,0,0,0,9,0,0,0
2018-03-10,5,3,0,,0,1,0,Autumn,0,0,0,10,0,0,0
2018-03-11,6,3,0,,0,1,0,Autumn,0,0,0,11,0,0,0
2018-03-12,0,3,0,,0,0,0,Autumn,0,0,0,12,0,0,0
2018-03-13,1,3,0,,0,0,0,Autumn,0,0,0,13,0,0,0
2018-03-14,2,3,0,,0,0,0,Autumn,0,0,0,14,1,0,0
2018-03-15,3,3,0,,0,0,0,Autumn,0,0,0,15,1,0,0
2018-03-16,4,3,0,,0,0,1,Autumn,0,0,0,16,1,0,0
2018-03-17,5,3,0,,0,1,0,Autumn,0,0,0,17,0,0,0
2018-03-18,6,3,0,,0,1,0,Autumn,0,0,0,18,0,0,0
2018-03-19,0,3,0,,0,0,0,Autumn,0,0,0,19,0,0,0
2018-03-20,1,3,0,,0,0,0,Autumn,0,0,0,20,0,0,0
2018-03-21,2,3,0,,0,0,0,Autumn,0,0,0,21,0,0,0
2018-03-22,3,3,0,,0,0,0,Autumn,0,0,0,22,0,0,0
2018-03-23,4,3,0,,0,0,1,Autumn,0,0,0,23,0,0,0
2018-03-24,5,3,0,,0,1,0,Autumn,0,0,0,24,0,0,1
2018-03-25,6,3,0,,0,1,0,Autumn,0,0,0,25,0,0,0
2018-03-26,0,3,0,,0,0,0,Autumn,0,0,0,26,0,0,0
2018-03-27,1,3,0,,0,0,0,Autumn,0,0,0,27,0,0,0
2018-03-28,2,3,0,,0,0,0,Autumn,0,0,0,28,0,0,0
2018-03-29,3,3,0,,0,0,0,Autumn,0,0,0,29,0,1,0
2018-03-30,4,3,1,Sexta-feira Santa,0,0,1,Autumn,0,0,0,30,0,1,0
2018-03-31,5,3,0,,0,1,0,Autumn,0,0,0,31,0,1,0
2018-04-01,6,4,0,,0,1,0,Autumn,0,0,0,1,0,0,0
2018-04-02,0,4,0,,0,0,0,Autumn,0,0,0,2,0,0,0
2018-04-03,1,4,0,,0,0,0,Autumn,0,0,0,3,0,0,0
2018-04-04,2,4,0,,0,0,0,Autumn,0,0,0,4,0,0,0
2018-04-05,3,4,0,,0,0,0,Autumn,0,0,0,5,0,0,0
2018-04-06,4,4,0,,0,0,1,Autumn,0,0,0,6,0,0,0
2018-04-07,5,4,0,,0,1,0,Autumn,0,0,0,7,0,0,0
2018-04-08,6,4,0,,0,1,0,Autumn,0,0,0,8,0,0,0
2018-04-09,0,4,0,,0,0,0,Autumn,0,0,0,9,0,0,0
2018-04-10,1,4,0,,0,0,0,Autumn,0,0,0,10,0,0,0
2018-04-11,2,4,0,,0,0,0,Autumn,0,0,0,11,0,0,0
2018-04-12,3,4,0,,0,0,0,Autumn,0,0,0,12,0,0,0
2018-04-13,4,4,0,,0,0,1,Autumn,0,0,0,13,0,0,0
2018-04-14,5,4,0,,0,1,0,Autumn,0,0,0,14,1,0,0
2018-04-15,6,4,0,,0,1,0,Autumn,0,0,0,15,1,0,0
2018-04-16,0,4,0,,0,0,0,Autumn,0,0,0,16,1,0,0
2018-04-17,1,4,0,,0,0,0,Autumn,0,0,0,17,0,0,0
2018-04-18,2,4,0,,0,0,0,Autumn,0,0,0,18,0,0,0
2018-04-19,3,4,0,,0,0,0,Autumn,0,0,0,19,0,0,0
2018-04-20,4,4,0,,0,0,1,Autumn,0,0,0,20,0,0,0
2018-04-21,5,4,1,Tiradentes,0,1,0,Autumn,0,0,0,21,0,0,0
2018-04-22,6,4,0,,0,1,0,Autumn,0,0,0,22,0,0,0
2018-04-23,0,4,0,,0,0,0,Autumn,0,0,0,23,0,0,0
2018-04-24,1,4,0,,0,0,0,Autumn,0,0,0,24,0,0,1
2018-04-25,2,4,0,,0,0,0,Autumn,0,0,0,25,0,0,0
2018-04-26,3,4,0,,0,0,0,Autumn,0,0,0,26,0,0,0
2018-04-27,4,4,0,,0,0,1,Autumn,0,0,0,27,0,0,0
2018-04-28,5,4,0,,0,1,0,Autumn,0,0,0,28,0,1,0
2018-04-29,6,4,0,,0,1,0,Autumn,0,0,0,29,0,1,0
2018-04-30,0,4,0,,0,0,0,Autumn,0,0,0,30,0,1,0
2018-05-01,1,5,1,Dia do Trabalhador,0,0,0,Autumn,0,0,0,1,0,0,0
2018-05-02,2,5,0,,0,0,0,Autumn,0,0,0,2,0,0,0
2018-05-03,3,5,0,,0,0,0,Autumn,0,0,0,3,0,0,0
2018-05-04,4,5,0,,0,0,1,Autumn,0,0,0,4,0,0,0
2018-05-05,5,5,0,,0,1,0,Autumn,0,0,0,5,0,0,0
2018-05-06,6,5,0,,0,1,0,Autumn,0,0,0,6,0,0,0
2018-05-07,0,5,0,,0,0,0,Autumn,0,0,0,7,0,0,0
2018-05-08,1,5,0,,0,0,0,Autumn,0,0,0,8,0,0,0
2018-05-09,2,5,0,,0,0,0,Autumn,0,0,0,9,0,0,0
2018-05-10,3,5,0,,0,0,0,Autumn,0,0,0,10,0,0,0
2018-05-11,4,5,0,,0,0,1,Autumn,0,0,0,11,0,0,0
2018-05-12,5,5,0,,0,1,0,Autumn,0,0,0,12,0,0,0
2018-05-13,6,5,0,,0,1,0,Autumn,0,0,1,13,0,0,0
2018-05-14,0,5,0,,0,0,0,Autumn,0,0,0,14,1,0,0
2018-05-15,1,5,0,,0,0,0,Autumn,0,0,0,15,1,0,0
2018-05-16,2,5,0,,0,0,0,Autumn,0,0,0,16,1,0,0
2018-05-17,3,5,0,,0,0,0,Autumn,0,0,0,17,0,0,0
2018-05-18,4,5,0,,0,0,1,Autumn,0,0,0,18,0,0,0
2018-05-19,5,5,0,,0,1,0,Autumn,0,0,0,19,0,0,0
2018-05-20,6,5,0,,0,1,0,Autumn,0,0,0,20,0,0,0
2018-05-21,0,5,0,,0,0,0,Autumn,0,0,0,21,0,0,0
2018-05-22,1,5,0,,0,0,0,Autumn,0,0,0,22,0,0,0
2018-05-23,2,5,0,,0,0,0,Autumn,0,0,0,23,0,0,0
2018-05-24,3,5,0,,0,0,0,Autumn,0,0,0,24,0,0,1
2018-05-25,4,5,0,,0,0,1,Autumn,0,0,0,25,0,0,0
2018-05-26,5,5,0,,0,1,0,Autumn,0,0,0,26,0,0,0
2018-05-27,6,5,0,,0,1,0,Autumn,0,0,0,27,0,0,0
2018-05-28,0,5,0,,0,0,0,Autumn,0,0,0,28,0,0,0
2018-05-29,1,5,0,,0,0,0,Autumn,0,0,0,29,0,1,0
2018-05-30,2,5,0,,0,0,0,Autumn,0,0,0,30,0,1,0
2018-05-31,3,5,0,,0,0,0,Autumn,0,0,0,31,0,1,0
2018-06-01,4,6,0,,0,0,1,Winter,0,0,0,1,0,0,0
2018-06-02,5,6,0,,0,1,0,Winter,0,0,0,2,0,0,0
2018-06-03,6,6,0,,0,1,0,Winter,0,0,0,3,0,0,0
2018-06-04,0,6,0,,0,0,0,Winter,0,0,0,4,0,0,0
2018-06-05,1,6,0,,0,0,0,Winter,0,0,0,5,0,0,0
2018-06-06,2,6,0,,0,0,0,Winter,0,0,0,6,0,0,0
2018-06-07,3,6,0,,0,0,0,Winter,0,0,0,7,0,0,0
2018-06-08,4,6,0,,0,0,1,Winter,0,0,0,8,0,0,0
2018-06-09,5,6,0,,0,1,0,Winter,0,0,0,9,0,0,0
2018-06-10,6,6,0,,0,1,0,Winter,0,0,0,10,0,0,0
2018-06-11,0,6,0,,0,0,0,Winter,0,0,0,11,0,0,0
2018-06-12,1,6,0,,0,0,0,Winter,0,0,0,12,0,0,0
2018-06-13,2,6,0,,0,0,0,Winter,0,0,0,13,0,0,0
2018-06-14,3,6,0,,0,0,0,Winter,0,1,0,14,1,0,0
2018-06-15,4,6,0,,0,0,1,Winter,0,1,0,15,1,0,0
2018-06-16,5,6,0,,0,1,0,Winter,0,1,0,16,1,0,0
2018-06-17,6,6,0,,0,1,0,Winter,0,1,0,17,0,0,0
2018-06-18,0,6,0,,0,0,0,Winter,0,1,0,18,0,0,0
2018-06-19,1,6,0,,0,0,0,Winter,0,1,0,19,0,0,0
2018-06-20,2,6,0,,0,0,0,Winter,0,1,0,20,0,0,0
2018-06-21,3,6,0,,0,0,0,Winter,0,1,0,21,0,0,0
2018-06-22,4,6,0,,0,0,1,Winter,0,1,0,22,0,0,0
2018-06-23,5,6,0,,0,1,0,Winter,0,1,0,23,0,0,0
2018-06-24,6,6,0,,0,1,0,Winter,0,1,0,24,0,0,1
2018-06-25,0,6,0,,0,0,0,Winter,0,1,0,25,0,0,0
2018-06-26,1,6,0,,0,0,0,Winter,0,1,0,26,0,0,0
2018-06-27,2,6,0,,0,0,0,Winter,0,1,0,27,0,0,0
2018-06-28,3,6,0,,0,0,0,Winter,0,1,0,28,0,1,0
2018-06-29,4,6,0,,0,0,1,Winter,0,1,0,29,0,1,0
2018-06-30,5,6,0,,0,1,0,Winter,0,1,0,30,0,1,0
2018-07-01,6,7,0,,0,1,0,Winter,0,1,0,1,0,0,0
2018-07-02,0,7,0,,0,0,0,Winter,0,1,0,2,0,0,0
2018-07-03,1,7,0,,0,0,0,Winter,0,1,0,3,0,0,0
2018-07-04,2,7,0,,0,0,0,Winter,0,1,0,4,0,0,0
2018-07-05,3,7,0,,0,0,0,Winter,0,1,0,5,0,0,0
2018-07-06,4,7,0,,0,0,1,Winter,0,1,0,6,0,0,0
2018-07-07,5,7,0,,0,1,0,Winter,0,1,0,7,0,0,0
2018-07-08,6,7,0,,0,1,0,Winter,0,1,0,8,0,0,0
2018-07-09,0,7,0,,0,0,0,Winter,0,1,0,9,0,0,0
2018-07-10,1,7,0,,0,0,0,Winter,0,1,0,10,0,0,0
2018-07-11,2,7,0,,0,0,0,Winter,0,1,0,11,0,0,0
2018-07-12,3,7,0,,0,0,0,Winter,0,1,0,12,0,0,0
2018-07-13,4,7,0,,0,0,1,Winter,0,1,0,13,0,0,0
2018-07-14,5,7,0,,0,1,0,Winter,0,1,0,14,1,0,0
2018-07-15,6,7,0,,0,1,0,Winter,0,1,0,15,1,0,0
2018-07-16,0,7,0,,0,0,0,Winter,0,0,0,16,1,0,0
2018-07-17,1,7,0,,0,0,0,Winter,0,0,0,17,0,0,0
2018-07-18,2,7,0,,0,0,0,Winter,0,0,0,18,0,0,0
2018-07-19,3,7,0,,0,0,0,Winter,0,0,0,19,0,0,0
2018-07-20,4,7,0,,0,0,1,Winter,0,0,0,20,0,0,0
2018-07-21,5,7,0,,0,1,0,Winter,0,0,0,21,0,0,0
2018-07-22,6,7,0,,0,1,0,Winter,0,0,0,22,0,0,0
2018-07-23,0,7,0,,0,0,0,Winter,0,0,0,23,0,0,0
2018-07-24,1,7,0,,0,0,0,Winter,0,0,0,24,0,0,1
2018-07-25,2,7,0,,0,0,0,Winter,0,0,0,25,0,0,0
2018-07-26,3,7,0,,0,0,0,Winter,0,0,0,26,0,0,0
2018-07-27,4,7,0,,0,0,1,Winter,0,0,0,27,0,0,0
2018-07-28,5,7,0,,0,1,0,Winter,0,0,0,28,0,0,0
2018-07-29,6,7,0,,0,1,0,Winter,0,0,0,29,0,1,0
2018-07-30,0,7,0,,0,0,0,Winter,0,0,0,30,0,1,0
2018-07-31,1,7,0,,0,0,0,Winter,0,0,0,31,0,1,0
2018-08-01,2,8,0,,0,0,0,Winter,0,0,0,1,0,0,0
2018-08-02,3,8,0,,0,0,0,Winter,0,0,0,2,0,0,0
2018-08-03,4,8,0,,0,0,1,Winter,0,0,0,3,0,0,0
2018-08-04,5,8,0,,0,1,0,Winter,0,0,0,4,0,0,0
2018-08-05,6,8,0,,0,1,0,Winter,0,0,0,5,0,0,0
2018-08-06,0,8,0,,0,0,0,Winter,0,0,0,6,0,0,0
2018-08-07,1,8,0,,0,0,0,Winter,0,0,0,7,0,0,0
2018-08-08,2,8,0,,0,0,0,Winter,0,0,0,8,0,0,0
2018-08-09,3,8,0,,0,0,0,Winter,0,0,0,9,0,0,0
2018-08-10,4,8,0,,0,0,1,Winter,0,0,0,10,0,0,0
2018-08-11,5,8,0,,0,1,0,Winter,0,0,0,11,0,0,0
2018-08-12,6,8,0,,0,1,0,Winter,0,0,1,12,0,0,0
2018-08-13,0,8,0,,0,0,0,Winter,0,0,0,13,0,0,0
2018-08-14,1,8,0,,0,0,0,Winter,0,0,0,14,1,0,0
2018-08-15,2,8,0,,0,0,0,Winter,0,0,0,15,1,0,0
2018-08-16,3,8,0,,0,0,0,Winter,0,0,0,16,1,0,0
2018-08-17,4,8,0,,0,0,1,Winter,0,0,0,17,0,0,0
2018-08-18,5,8,0,,0,1,0,Winter,0,0,0,18,0,0,0
2018-08-19,6,8,0,,0,1,0,Winter,0,0,0,19,0,0,0
2018-08-20,0,8,0,,0,0,0,Winter,0,0,0,20,0,0,0
2018-08-21,1,8,0,,0,0,0,Winter,0,0,0,21,0,0,0
2018-08-22,2,8,0,,0,0,0,Winter,0,0,0,22,0,0,0
2018-08-23,3,8,0,,0,0,0,Winter,0,0,0,23,0,0,0
2018-08-24,4,8,0,,0,0,1,Winter,0,0,0,24,0,0,1
2018-08-25,5,8,0,,0,1,0,Winter,0,0,0,25,0,0,0
2018-08-26,6,8,0,,0,1,0,Winter,0,0,0,26,0,0,0
2018-08-27,0,8,0,,0,0,0,Winter,0,0,0,27,0,0,0
2018-08-28,1,8,0,,0,0,0,Winter,0,0,0,28,0,0,0
2018-08-29,2,8,0,,0,0,0,Winter,0,0,0,29,0,1,0
2018-08-30,3,8,0,,0,0,0,Winter,0,0,0,30,0,1,0
2018-08-31,4,8,0,,0,0,1,Winter,0,0,0,31,0,1,0
2018-09-01,5,9,0,,0,1,0,Spring,0,0,0,1,0,0,0
2018-09-02,6,9,0,,0,1,0,Spring,0,0,0,2,0,0,0
2018-09-03,0,9,0,,0,0,0,Spring,0,0,0,3,0,0,0
2018-09-04,1,9,0,,0,0,0,Spring,0,0,0,4,0,0,0
2018-09-05,2,9,0,,0,0,0,Spring,0,0,0,5,0,0,0
2018-09-06,3,9,0,,0,0,0,Spring,0,0,0,6,0,0,0
2018-09-07,4,9,1,Independência do Brasil,0,0,1,Spring,0,0,0,7,0,0,0
2018-09-08,5,9,0,,0,1,0,Spring,0,0,0,8,0,0,0
2018-09-09,6,9,0,,0,1,0,Spring,0,0,0,9,0,0,0
2018-09-10,0,9,0,,0,0,0,Spring,0,0,0,10,0,0,0
2018-09-11,1,9,0,,0,0,0,Spring,0,0,0,11,0,0,0
2018-09-12,2,9,0,,0,0,0,Spring,0,0,0,12,0,0,0
2018-09-13,3,9,0,,0,0,0,Spring,0,0,0,13,0,0,0
2018-09-14,4,9,0,,0,0,1,Spring,0,0,0,14,1,0,0
2018-09-15,5,9,0,,0,1,0,Spring,0,0,0,15,1,0,0
2018-09-16,6,9,0,,0,1,0,Spring,0,0,0,16,1,0,0
2018-09-17,0,9,0,,0,0,0,Spring,0,0,0,17,0,0,0
2018-09-18,1,9,0,,0,0,0,Spring,0,0,0,18,0,0,0
2018-09-19,2,9,0,,0,0,0,Spring,0,0,0,19,0,0,0
2018-09-20,3,9,0,,0,0,0,Spring,0,0,0,20,0,0,0
2018-09-21,4,9,0,,0,0,1,Spring,0,0,0,21,0,0,0
2018-09-22,5,9,0,,0,1,0,Spring,0,0,0,22,0,0,0
2018-09-23,6,9,0,,0,1,0,Spring,0,0,0,23,0,0,0
2018-09-24,0,9,0,,0,0,0,Spring,0,0,0,24,0,0,1
2018-09-25,1,9,0,,0,0,0,Spring,0,0,0,25,0,0,0
2018-09-26,2,9,0,,0,0,0,Spring,0,0,0,26,0,0,0
2018-09-27,3,9,0,,0,0,0,Spring,0,0,0,27,0,0,0
2018-09-28,4,9,0,,0,0,1,Spring,0,0,0,28,0,1,0
2018-09-29,5,9,0,,0,1,0,Spring,0,0,0,29,0,1,0
2018-09-30,6,9,0,,0,1,0,Spring,0,0,0,30,0,1,0
2018-10-01,0,10,0,,0,0,0,Spring,0,0,0,1,0,0,0
2018-10-02,1,10,0,,0,0,0,Spring,0,0,0,2,0,0,0
2018-10-03,2,10,0,,0,0,0,Spring,0,0,0,3,0,0,0
2018-10-04,3,10,0,,0,0,0,Spring,0,0,0,4,0,0,0
2018-10-05,4,10,0,,0,0,1,Spring,0,0,0,5,0,0,0
2018-10-06,5,10,0,,0,1,0,Spring,0,0,0,6,0,0,0
2018-10-07,6,10,0,,0,1,0,Spring,0,1,0,7,0,0,0
2018-10-08,0,10,0,,0,0,0,Spring,0,0,0,8,0,0,0
2018-10-09,1,10,0,,0,0,0,Spring,0,0,0,9,0,0,0
2018-10-10,2,10,0,,0,0,0,Spring,0,0,0,10,0,0,0
2018-10-11,3,10,0,,0,0,0,Spring,0,0,0,11,0,0,0
2018-10-12,4,10,1,Nossa Senhora Aparecida,0,0,1,Spring,0,0,0,12,0,0,0
2018-10-13,5,10,0,,0,1,0,Spring,0,0,0,13,0,0,0
2018-10-14,6,10,0,,0,1,0,Spring,0,0,0,14,1,0,0
2018-10-15,0,10,0,,0,0,0,Spring,0,0,0,15,1,0,0
2018-10-16,1,10,0,,0,0,0,Spring,0,0,0,16,1,0,0
2018-10-17,2,10,0,,0,0,0,Spring,0,0,0,17,0,0,0
